,job_title,salary,company,location,is_remote,job_rating,job_summary,post_date,extract_date,job_url,rate_by,min,max,adjusted_salary,yearly_adjusted_salary,salary_bins
131,Senior Software Engineer- Lead Scoring & Routing,"$116,000 - $142,000 a year",Indeed,"Austin, TX",,4.3,An understanding of the value derived from shipping code rapidly to production and learning/iterating on the results.,2 days ago,2021-01-16,https://www.indeed.com/rc/clk?jk=8a723c74ed252939&fccid=d6ef41e202aa2c0b&vjs=3,Yearly,116000.0,142000.0,129000.0,129000.0,120K - 150K
138,"Manager, Software Engineering - Risk and Fraud","$138,000 - $174,000 a year",Indeed,"Austin, TX",,4.3,"Proven track record of success coaching senior engineers to become technical leaders.
You will coach a team of predominantly back end engineers as they design,…",10 days ago,2021-01-16,https://www.indeed.com/rc/clk?jk=92e353a57dd18e36&fccid=d6ef41e202aa2c0b&vjs=3,Yearly,138000.0,174000.0,156000.0,156000.0,150K - 300K
178,Applications Engineer,"$77,778 - $145,417 a year",Melody Semiconductor LLC,"Austin, TX",,,"Develop applications, reference designs, IP and systems solutions on existing FPGA devices to enable customers and field engineers.
O Eclipse and Keil IDEs.",30+ days ago,2021-01-16,https://www.indeed.com/company/Melody-Semiconductor-LLC/jobs/Application-Engineer-8ca08a675b76c38c?fccid=934bc62b87df6280&vjs=3,Yearly,77778.0,145417.0,111597.5,111597.5,90K - 120K
288,"Manager, Software Engineering","$150,000 - $170,000 a year",Welltok,"Austin, TX",,3.0,"Only Welltok leverages advanced analytics and machine learning to engage consumers with timely and relevant multi-channel, personalized resources and incentives…",1 day ago,2021-01-16,https://www.indeed.com/rc/clk?jk=2a3aceba65ca7a7f&fccid=463f6c69f0274991&vjs=3,Yearly,150000.0,170000.0,160000.0,160000.0,150K - 300K
0,Data Processing Analyst,"$45,000 - $55,000 a year","Burke, Inc.","Cincinnati, OH",Temporarily remote,3.7,"Experience with data visualization and data transformation applications would be a plus.
Reformats the data when necessary.
Object oriented programming with VB.",1 day ago,2021-01-15,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CLp1yWsgccyykHt89peM3_8PWIBO8ghj8Aj8hB_jyRED6WjQE9bet_rcBRrp0S353NKdppRwmwXgvIZm3nVCSpLYgchpx8ZxPg35K_kZsT3BNMxgZ-Kgg4j1jhj4rukJVoS7BvlEls43OGSXzk7bAPW_sh5X9O7d9WDIA4lkcWvKHEOafeuCxToy1z_PGT0i20snUumDd7t-4fyhvtKtf3-NE8w6_zQqkc5dji45eoJYYd_GICCOv5NGyh9wc5QlGpp9s4RxyU8q2JcxBQM9QFuVhJtaK5xr0gS0NddzeK_0Ee7ItO5KLMx-hDXcU4Nxj7O3AOuzTC4YB10NLqWz8kB4MNBplskXR2_3dYzvrdPSlJ-hJmcQFtehzbwc6u7P1Jrr9WLJqnxaop81UPfVURoestYK9cRhLVzAvs8EebXAqeoxBTIfr-ht-XvWwjNaGLVSo98p7Khm7ifBqUm1N-&p=0&fvj=1&vjs=3,Yearly,45000.0,55000.0,50000.0,50000.0,0 - 50K
7,Business Intelligence Data Analyst (Tableau),$34 - $132 an hour,RDI Corporation,"Cincinnati, OH",,3.3,"And data visualization required; Tableau Desktop Certification preferred but not required.
Advanced skills in data analysis necessary; strong knowledge of best…",10 days ago,2021-01-15,https://www.indeed.com/company/RDI-Corporation/jobs/Business-Intelligence-Data-Analyst-ca6ee56580e60187?fccid=4029ef31d1059a3d&vjs=3,Hourly,34.0,132.0,83.0,202852.0,150K - 300K
10,Drinking Water Data Research,$22.19 an hour,ORAU,"Cincinnati, OH",,3.5,"As a team member, you will provide data management and data analysis support to WID staff by completing the research activities described below:",7 days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=6fdce5cfc29e7d7d&fccid=ff085de14d31bf52&vjs=3,Hourly,22.19,0.0,22.19,54232.36,50K - 70K
25,Supply Chain Analyst,"Up to $50,000 a year",Prime Consulting,"Cincinnati, OH",,4.6,"Hands-on experience with data management, MS Excel and other Microsoft tools.
3-4 years of relevant experience in Supply Chain Demand Management, Inventory…",8 days ago,2021-01-15,https://www.indeed.com/company/PRIME-CONSULTING/jobs/Supply-Chain-Analyst-e1fb3988dc8342e9?fccid=edf3f470296a0c7e&vjs=3,Yearly,50000.0,0.0,50000.0,50000.0,0 - 50K
34,Business Analyst,"$50,000 - $55,000 a year",Attain,"Cincinnati, OH",,,"One plus (1+) years of experience as a business analyst with hands on testing of software applications in supporting requirement analysis, application test…",25 days ago,2021-01-15,https://www.indeed.com/company/Attain/jobs/Business-Analyst-faef7c5914815cf6?fccid=e073a96875a0ef1d&vjs=3,Yearly,50000.0,55000.0,52500.0,52500.0,50K - 70K
35,"Data Analyst, Online Student and Enrollment Management","$43,000 a year",Northern Kentucky University,"Highland Heights, KY",,4.2,"Utilize advanced data visualization techniques to track key performance indicators.
Responsible for various activities including the collection, analysis, and…",30+ days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=ba60beb2747130cb&fccid=e07b69df54e401a0&vjs=3,Yearly,43000.0,0.0,43000.0,43000.0,0 - 50K
96,SENIOR COMPUTER PROGRAMMER ANALYST,"$69,300 - $93,133 a year",City of Cincinnati,"Cincinnati, OH",,3.9,"Compile data in various file formats.
Ability to analyze data irregularities and apply business rules.
Creates data flow documents which detail systems or…",30+ days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=ac1e6dbda2890d0f&fccid=79d6146c220f0a50&vjs=3,Yearly,69300.0,93133.0,81216.5,81216.5,70K - 90K
0,Data Scientist,"$75,000 - $90,000 a year",Clarigent Health,"Mason, OH",Temporarily remote,,"Use data and artificial intelligence science with a focus on machine learning techniques to perform research, create new approaches and assist with the design,…",30+ days ago,2021-01-15,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ByxrngLmSH6aMLzJviBuQDoxrEPIinXQEDs2zV20j5r5ILcmgyRfnRcwoNSbpC_6HXJP7gTJvlkugbF0maPZ9lO-AxGQP-0B7JzFHgzhuoK_YO6xHUNRB8zlxUWi5BD_RXOXWVlNHaqGWjH3EulcMcU7ht5CuMrq_AIvq2GLCzpeKekGjDWLh6_LBf0AU-ZnNuVlgom4kQYn0E_fIgkPsLf5CvmWiq659iNz763RESP5GQceG5-rD3lGqoDlCkTLf9RpreY_L43swftdAKaRLXpBNVK4Xewxy8Jauhmkf1erdOFRrVgyWav1Mi3ZntONasJyJRZAOYwMYV69hL_hg89m_fF8itwm0jQt1HEP1CBnfc-dFKrV1k1o0NOTI4_Fo8noKuQllzl7zLZouym4_2NuGwsHsgzAyTXR4g-51F0CI4cBm5Ummai_mqvl-GjwYgTHPSlaEfqg==&p=0&fvj=1&vjs=3,Yearly,75000.0,90000.0,82500.0,82500.0,70K - 90K
2,Personnel Psychologist - Data Scientist,"$67,214 - $104,735 a year",US Department of Veterans Affairs,"Cincinnati, OH",Remote,3.8,The Selective Placement Factor for this position is: experience applying scientific methods of health science and organizational development to design and serve…,Today,2021-01-15,https://www.indeed.com/rc/clk?jk=268c567163e291a2&fccid=02c3642d72b15da7&vjs=3,Yearly,67214.0,104735.0,85974.5,85974.5,70K - 90K
4,Sr. Data Scientist / Process Engineer,"$134,659 a year",Evonik,"Lockland, OH",,3.9,"Chemical process design, first-principles modeling and optimization; large-scale optimization; high performance distributed computing for big data applications;…",11 days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=c79f39a8c7d8d292&fccid=b9d8ab1041976ac7&vjs=3,Yearly,134659.0,0.0,134659.0,134659.0,120K - 150K
10,Sr Data Engineer - Remote,$76 an hour,Vaco,"Cincinnati, OH",Remote,3.7,"Develop and maintain machine learning models used in pricing.
Experience with supervised and unsupervised machine learning algorithms (clustering, decision tree…",25 days ago,2021-01-16,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D_sybMACCpf9B-677oK5j6rPldVB6BlrVvFjO_o-GJZbzuF-qh4PxErFUqfUsv_6ucb1F785PLHw-sHw3qPGZwf_zNhGog2kGV4fn_wzGkWxQnWQTzjSF1kRujIpPdaoPMs3xl7_M9aUXlOtaFAD_R3dM5y0ynpBJsVriW5RGcmx2QwhvubgxHkxHY_e49wvSHPjo6Pt4SFUxQQJKYIkxCUxV-OLCMsNu1WfEsVeYdtZ8SVeLN9S91UoFuveqeyEbrrpJ_EMM-Cjmo8DyTlk99rbZZSDCRfkjAo15GtHaZJGBIMAJrJ7pm78OrcHkLIasOmyajzwo10O9Tx4BTUz6EnEIrImdKi0I3wQ677HNzZnSSV13fic6oCEXNO6wNCOBt4kUsn62VS0V4RJ764iDNg2hT5Gb7bYSq4f3FwmHaadHYUkCpwjaXWVbOhxxVTI1EVzFKvJNgOu9bX-_ERZztG1PEM8WJQXvPXO6ksLdgsZNfJaIz9rsEYZlSucVDPn6nuCZOhsWpJQ==&p=10&fvj=0&vjs=3,Hourly,76.0,0.0,76.0,185744.0,150K - 300K
11,COMPUTER VISION SCIENTIST,"$120,000 a year",Harnham,"Cincinnati, OH",,4.6,"Strong experience with deep learning, machine learning and computer vision.
You will be doing supervised and unsupervised machine learning.",18 days ago,2021-01-16,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ARICpNo1DhGqfodICOss3ZS6QdhS5AHh5hrs_CHOPYqyMBbpKreu8_0VPK2YpEpLaP3UOk1chY-dJWV2gc1SM3AKkKyQ5GAO6b7Ouwv50kntmqN-dHV3HRcFOSkSueEt45gvL822pUtsCGd_DVVhJpQJ6-ejinCkT823n7gGSNc9QI5YoTTiNYDzcb9_w_2eBT0oj6Tdhc7hs17ibSrzHYuszf1wAPMwOWp2r80orRWkioQOa-N3ueRi2JbPnZBlANtfpoXKah1zI-wu-fcUtRs0zjZc4BIkKTClQ43an55eIzWxTPynVdgWnJBqhkHyRND-b3Fa3tY_HUFfHxG3zgyy3dpJgbrdU5S0KnQLh5pjgCKY_FzBQLPKtc0UascgPMPEcm9CFoIJJatnc01XyIEEFaN_LANRuWstBZX55rbgmCkSdXqXILW8rBi6v49oSkZXu0sBshc0oEHM0693rrh5gNwIlH_15zJadt8iQdxvbzfisUh9l0J1tCT68RSQSzqoHD65r3pv7aPMiUpvM9wN2APTdoY80Vw1MjMbz9lZjSyBWut8kth_IUSE4rPQosuew9eCLyaQW9q0oDXePZPHE_df6oy7jtXiY4qzsGUbL4Ilgvf0Jl0Pn_cN-k6fk_4V44oaJR-TesCG6A7DUFVrVVRooDhrq9t_Z5IsSboqeZHdv9pTLlnNo-gHn9B14GL-7q3fF443b4w74Ea15E&p=11&fvj=0&vjs=3,Yearly,120000.0,0.0,120000.0,120000.0,90K - 120K
18,Senior Data Engineer,"$150,000 a year",Harnham,"Cincinnati, OH",,4.6,"They use the most advanced technology to create and design new products that we have not seen before.
You will be working closely with data science teams to…",30+ days ago,2021-01-16,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ARICpNo1DhGqfodICOss3ZS6QdhS5AHh5hrs_CHOPYqyMBbpKreu8_0VPK2YpEpLZaE-PFVgrpGYANayl-7M4wlJN2mH6pKWPQAH1C82C4RIe4FYmzD_VsJ5jXIl5rpNHYHNPfpklYoU5eOwvEE9vP6jReaO5bNKJmv_cip0OQpyrkFrA8Ly6XJ12qH4bUMBf75B6VYur-5_JihYVoPvgy0WIOnWYqmSmvZ0UrzSoIHRSsELlpd9jCiMMxJiyolpGLWvCyMJd-6lUWTLnJK55fQQjLYX0suFjdvljpGFfXqnZWkwbZ1DDqqmTxvf4lcW8MNrWqr5k2ZIKisX-qA28v9YBc7j4ZWiuAidQEHgpkvXX58YctRmA21VHFdCmhiDKf223iTTPqOynx41fWproD5fgbmG_ct2sQLRFAG5dD2lVJ31aP3tQcrACHRznJWiko0jkeR34dsmMkZP5-jTb90_ElIAG0eHypWzZOV4oZa2TZ8SmyJgtGdnwDw0cXJGp4qIYS2bzAyaPofbPWdKZiee6KPED1dn_q6m3HXhct1fpG-OlIWU0uhd-XRvux1QzfnyIqHzHP34qBgvUk_-fpwETWwefr9KyxTzfgl7jXJgzrPVb_7FYJdLYvtiAVQvf5Q91tifDe7NoEwYX5QFsRZPWUcu7Lk_v-FQKPpZzpBeSGccWHtLNosblGrnufl-GCApg_EYAF-yY0pvFUPCbpG4uiN1aVxoOURoyJIjnyqg==&p=3&fvj=0&vjs=3,Yearly,150000.0,0.0,150000.0,150000.0,120K - 150K
0,Open Source Intelligence Analyst,$19.50 an hour,RivenRock Staffing,"Albuquerque, NM",,4.4,RivenRock Staffing has several openings for an OSINT Specialists. These are full time positions working 12 hour shifts. Pay rate is $19.50 per hour. …,6 days ago,2021-01-15,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BENvSvDMM2mpK5TKp5CxMby6gYc18yfIm6vgDu-QtljDJqe1mVQN_EODetWhlJwQlhUks8I85PBryYGEi-Oiib9J6VBsorUFdrMQrPwCx0-GiGuXWHztsA8DBXbnez4VG4Qvc8W6Nc3uAbk3voIDdiHsdz3jEDf1z_79MaE2WbJOrDeuXOgz7P6OVSeI8AzuNfStXnlrH4-fn-la_agTiV9EsCpT1LhxeexuTPMHOxlBzheUiu_enHFZ7EPH0Jg3holoVP8q7nFD4Z0_HJ8zzDFV2iJU5AV9jsxMDbCE77GgS85RqD93ni39YkzPnHPH3sEtF3fs19jhee9_nPmKyvOVC_Xiv7LT_Kui1kbWckHxTu-eZSVD8cWtqOu_L7kwqi-NTX2aP0EuW5XCJZnc2wJDVzUtaBzPJdNX9r3ekaTTaQuiN9a97X3hk8c1g6S9K3-EYlW5dKyh3uFrgaGqBZbgZQBS5DM38=&p=0&fvj=1&vjs=3,Hourly,19.5,0.0,19.5,47658.0,0 - 50K
1,Data Analyst,"$30,518 - $53,101 a year",State of New Mexico,"Albuquerque, NM",,3.6,"Salary $14.67 - $25.53 Hourly $30,518 - $53,101 Annually This position is a Pay Band 60 Purpose of Position This job exist to provide the requester such…",30+ days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=76e5a3a8e2a4ba03&fccid=09ed896583ff5570&vjs=3,Yearly,30518.0,53101.0,41809.5,41809.5,0 - 50K
3,Data Analyst,$14.09 - $20.43 an hour,University of New Mexico,"Albuquerque, NM",,4.1,"Requisition ID req14339 Working Title Data Analyst Position Grade 10 Position Summary The UNM Early Childhood Services Center, Database Services team is…",30+ days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=05a2fac8b3a6f4cf&fccid=2f87a7abe4cc3c5b&vjs=3,Hourly,14.09,20.43,17.259999999999998,42183.439999999995,0 - 50K
4,Rate Review Data Analyst [OSI #10112566],"$37,538 - $65,316 a year",State of New Mexico,"Albuquerque, NM",,3.6,"Salary $18.05 - $31.40 Hourly $37,538 - $65,316 Annually This position is a Pay Band 70 Purpose of Position This posting will be used for on-going…",30+ days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=e59c7ca72c186ceb&fccid=09ed896583ff5570&vjs=3,Yearly,37538.0,65316.0,51427.0,51427.0,50K - 70K
6,Program Analyst,"$53,770 - $101,373 a year",US Department of Energy,"Albuquerque, NM",Remote,4.2,Duties Summary The successful candidate in this position will serve as the Program Analyst who is responsible for multiple personnel security program areas…,1 day ago,2021-01-15,https://www.indeed.com/rc/clk?jk=0b952e07ba09b104&fccid=672f70463e8dc57c&vjs=3,Yearly,53770.0,101373.0,77571.5,77571.5,70K - 90K
7,Business Analyst,$35 - $100 an hour,Extreme Data Technologies,"Albuquerque, NM",,,Extreme Data Technologies (XDT) is currently seeking experienced Business Analyst to support the Department of Interior (DOI) Office of Information Management…,8 days ago,2021-01-15,https://www.indeed.com/company/Extreme-Data-Technologies/jobs/Business-Analyst-3ffd37e51c9631cb?fccid=b382a5371eb80f96&vjs=3,Hourly,35.0,100.0,67.5,164970.0,150K - 300K
9,Sr. Safety Data and Systems Analyst,"$67,996 - $91,795 a year","PNM Resources, Inc","Albuquerque, NM",,3.8,"Safety is a core business value, and part of a strong safety program is data driven approach to identifying and managing risks. Responsible for the timely,…",Just posted,2021-01-15,https://www.indeed.com/rc/clk?jk=12974b8d25775798&fccid=65f120e244aba589&vjs=3,Yearly,67996.0,91795.0,79895.5,79895.5,70K - 90K
13,Operations Research Analyst-A,"$37,538 - $65,316 a year",State of New Mexico,"Albuquerque, NM",,3.6,"Salary $18.05 - $31.40 Hourly $37,538 - $65,316 Annually This position is a Pay Band 70 Purpose of Position THIS POSTING WILL BE USED TO CONDUCT ONGOING…",30+ days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=20e246d97c168b22&fccid=09ed896583ff5570&vjs=3,Yearly,37538.0,65316.0,51427.0,51427.0,50K - 70K
19,Business Analyst,"$37,538 - $65,316 a year",State of New Mexico,"Albuquerque, NM",Temporarily remote,3.6,"At least 5 years gathering Technical and Business Requirements, System and User Acceptance Testing, Writing Technical and Business Documentation and Project…",30+ days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=a5f4434ef8d8999b&fccid=09ed896583ff5570&vjs=3,Yearly,37538.0,65316.0,51427.0,51427.0,50K - 70K
20,Optical Analyst I,"$84,000 - $104,000 a year",Ball Aerospace,"Albuquerque, NM",,3.8,"Support quick-turn data reduction and analysis to support laboratory activities.
These applications and solutions deliver enterprise data management, data…",30+ days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=dc5bd35634cc27cc&fccid=82c5e27e77990fa2&vjs=3,Yearly,84000.0,104000.0,94000.0,94000.0,90K - 120K
21,Compensation Analyst,"$44,886 - $59,134 a year",Bernalillo County Government,"Albuquerque, NM",,3.6,"Conduct classification studies, determine methodology for collecting data, analyze data and recommend/implement approved classifications.",30+ days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=34bac5311a3be765&fccid=f9662f970cffb543&vjs=3,Yearly,44886.0,59134.0,52010.0,52010.0,50K - 70K
32,Research and Development Analyst Senior,"$126,500 - $159,500 a year",Ball Aerospace,"Albuquerque, NM",,3.8,"Conduct data reduction and analysis.
Collaborate with laboratory activities to develop experiments and gather data.
Relocation for this position is available.",30+ days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=8365b3166d18f4c2&fccid=82c5e27e77990fa2&vjs=3,Yearly,126500.0,159500.0,143000.0,143000.0,120K - 150K
4,Statistician,$17.10 - $22.47 an hour,University of New Mexico,"Albuquerque, NM",,4.1,"We provide excellent, innovative education to residents, medical students, and health professionals; the highest quality mental health care to the citizens of…",30+ days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=1e56817010d2d1d8&fccid=2f87a7abe4cc3c5b&vjs=3,Hourly,17.1,22.47,19.785,48354.54,0 - 50K
5,Statistical Analyst DBHS,"$40,581 - $54,288 a year",Bernalillo County Government,"Albuquerque, NM",,3.6,"Equipment typically used to perform administrative duties includes the telephone, computer, telefax machine, typewriter, photocopy machine, and pager.",8 days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=d0edc0797f5fb237&fccid=f9662f970cffb543&vjs=3,Yearly,40581.0,54288.0,47434.5,47434.5,0 - 50K
0,Data Analyst,$14.50 - $16.00 an hour,Robert Half,"Madera, CA",,3.9,"Minimum two years experience in a detail oriented office environment providing report development, managing data, data analytics and research.",Today,2021-01-15,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CpzDdaQkua3np5pkmj49lKioZwmwxQ-yx5plwbYmV_M9LGV0O4hcepTrGMVmhehts-MYLFEydO2vj5iGYyXbc333W8j9xleM5XFYudSHL-9pBlb9D7WM0b-HYZ0oRqANmGsiQvJQ7e2NiBNclmEYAyuKR8xT72yiKtE2sTUSgfF252hnQZ9qMQ9ZWIE-_HKQ7O_GR-wSrspwsz2S-TezeTt-LBospvwL0rW36nFsdbk6kcAKDSupskJfuTMBLbWT65i-t66F9HmuvJdsBjftbe8p0hxTxxnrBQ5gejpTr9wpe7TVkRT0E34_oMYXq82dqg21l6d5S8Mttb8iW-kobPjU3EE-MhzW_ztaZjyV-JMHxZSDeaSJlMRByg9n4mCEnBcb-2pL7p9_A7N5RPz3LETGAq4lCd94Gx5ZtEFEAeIqT3G5YVpVdMeteX9E6d8EtFIo1yb9oIhhc5VjVSvRzennoWhNY6vVnB0BbFVIMZKcb-MmLoWNoJ&p=0&fvj=0&vjs=3,Hourly,14.5,16.0,15.25,37271.0,0 - 50K
3,Business Data Analyst,"Up to $60,000 a year","NTT Data Services, Inc.","Fresno, CA",,3.5,"Maintain standards and data quality in data loads and reporting.
Prefer prior experience supporting Healthcare Accounting/Finance data analysis and reporting.",8 days ago,2021-01-15,https://www.indeed.com/company/NTT-DATA-Services/jobs/Business-Data-Analyst-2cd529c5ceb64e8b?fccid=ac38a400acc8fe73&vjs=3,Yearly,60000.0,0.0,60000.0,60000.0,50K - 70K
11,Program Eligibility Analyst,$20.50 - $23.50 an hour,Community Action Partnership of San Luis Obispo,"Parlier, CA",,3.4,"Provide data analyst information for ongoing self-assessments and community assessment trends.
Enters data into CFS approved software programs.",30+ days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=17de0ecd94c531b2&fccid=a570a19b148f148d&vjs=3,Hourly,20.5,23.5,22.0,53768.0,50K - 70K
6,Public Health Data Analyst - EPIDEMIOLOGY (Health Services),"$3,287 a month",Shelby County Government,"Memphis, TN",,3.6,"Provides data support and technical assistance to epidemiology program staff including database design, data entry, data management, GIS mapping, and basic data…",1 day ago,2021-01-15,https://www.indeed.com/rc/clk?jk=db9e4b374c73bb42&fccid=29dc09830d2f5c69&vjs=3,Monthly,3287.0,0.0,3287.0,39444.0,0 - 50K
8,Data Security Analyst,Up to $29 an hour,Vision,"Collierville, TN",Temporarily remote,,"Data security: 3 years (Required).
Experience with data security (encryption, DLP, help tickets).
Experience with data security (encryption, DLP, help tickets)…",2 days ago,2021-01-15,https://www.indeed.com/company/Vision/jobs/Data-Security-Analyst-8a2090eaa858732a?fccid=c803b4b45f85b24e&vjs=3,Hourly,29.0,0.0,29.0,70876.0,70K - 90K
10,Budget & Performance Analyst,"$52,042 - $65,042 a year",City of Germantown,"Germantown, TN",,3.8,"Knowledge of performance measurement systems and ability to analyze performance measurement data.
Ability to gather pertinent facts and data, make thorough…",7 days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=c91ea3444c99a860&fccid=046d6e9f5cf57703&vjs=3,Yearly,52042.0,65042.0,58542.0,58542.0,50K - 70K
15,PROGRAM ANALYST,"$92,143 - $119,787 a year",US Department of the Navy,"Millington, TN",Remote,4.3,"You will design data collection techniques, data analysis methodology, data integrity tools, and data automation tools for improvements to processes and to…",Today,2021-01-15,https://www.indeed.com/rc/clk?jk=7d69c5a7120e11c5&fccid=302c62dc6627d2d4&vjs=3,Yearly,92143.0,119787.0,105965.0,105965.0,90K - 120K
19,MANAGEMENT AND PROGRAM ANALYST,"$64,649 - $84,049 a year",US Department of the Navy,"Millington, TN",,4.3,Specialized experience must demonstrate the following: 1) Developing solutions to military pay and personnel service delivery issues; 2) Obtaining data needed…,Today,2021-01-15,https://www.indeed.com/rc/clk?jk=12cc39b807da782d&fccid=302c62dc6627d2d4&vjs=3,Yearly,64649.0,84049.0,74349.0,74349.0,70K - 90K
